population_order,population,telemetry_order,telemetry,control,draw,effect_pct,simultaneous_ci_lower_pct,simultaneous_ci_upper_pct,included_in_publication_figure
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,11,-2.62752668989039,-3.81788284746801,-1.43717053231277,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,12,-4.35979842506925,-5.69533665255094,-3.02426019758756,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,13,-4.39505808893095,-5.79811149669446,-2.99200468116744,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,14,-3.32587547568443,-4.56623749004093,-2.08551346132793,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,15,-4.27926630342444,-5.58873947761633,-2.96979312923256,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,16,-4.02700102601286,-5.33602365169643,-2.71797840032929,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,17,-4.2294566901335,-5.45124985695194,-3.00766352331506,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,18,-3.43977237340965,-4.77488003243964,-2.10466471437966,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,19,-4.51815147344552,-5.92331463449412,-3.11298831239691,true
4,Motorway-largest-share holdout,1,Lower-information,Matched-noise,20,-5.15461950448134,-6.5476106775552,-3.76162833140749,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,1,-1.51894463246913,-2.09453160351617,-0.943357661422091,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,2,-0.613178881856712,-1.02249293768509,-0.203864826028331,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,3,-2.22741007886061,-2.95389142239242,-1.5009287353288,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,4,-2.74939699751738,-3.4588573626347,-2.03993663240005,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,5,-1.47114899511364,-2.04275367377319,-0.899544316454101,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,6,-1.06586908832973,-1.78501905257308,-0.346719124086375,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,7,-1.53226776550101,-2.05105392656897,-1.01348160443306,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,8,-2.80445153226164,-3.58861944422728,-2.020283620296,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,9,-3.15096497560817,-3.96709101010649,-2.33483894110985,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,10,-0.384687866996275,-0.978491839546938,0.209116105554388,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,11,-2.60570064534691,-3.34855316163489,-1.86284812905894,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,12,-0.997670021781168,-1.60822045997469,-0.387119583587648,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,13,-2.05577844749757,-2.71844712070116,-1.39310977429399,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,14,-1.55200801849038,-2.16613824601569,-0.937877790965074,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,15,-0.602643615563927,-0.989979880736238,-0.215307350391617,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,16,0.270777031356372,-0.216458053399989,0.758012116112733,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,17,-3.19978522547222,-4.04699356251327,-2.35257688843117,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,18,-0.428720861405534,-0.913667851714368,0.0562261289033001,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,19,-2.41669139834584,-3.20154259717852,-1.63184019951315,true
4,Motorway-largest-share holdout,1,Lower-information,Reassigned-road,20,-0.735015974998275,-1.15793769907828,-0.312094250918268,true
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,1,-6.9982990793798,-9.45884692236897,-4.53775123639063,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,2,-5.25073848672277,-7.48416888563874,-3.0173080878068,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,3,-7.53921149614652,-10.3329573346481,-4.74546565764495,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,4,-7.31470786449737,-10.1198006472135,-4.50961508178122,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,5,-6.25098065143673,-8.74503032089684,-3.75693098197662,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,6,-6.26527221187612,-8.74541057066546,-3.78513385308679,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,7,-5.40822547366609,-7.74599069119024,-3.07046025614193,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,8,-5.59927845113945,-8.0410055102349,-3.15755139204399,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,9,-6.31406597245157,-8.88013354999023,-3.74799839491291,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,10,-6.79742538135048,-9.49527684489239,-4.09957391780857,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,11,-5.82315781521198,-8.30631506990827,-3.34000056051568,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,12,-6.9805107255717,-9.17203069423173,-4.78899075691166,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,13,-5.72733236018069,-8.22004801271857,-3.23461670764281,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,14,-5.8951706516829,-8.23700063426753,-3.55334066909827,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,15,-5.39406842530749,-7.3800611589688,-3.40807569164617,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,16,-7.02246335853348,-9.72881197157682,-4.31611474549013,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,17,-6.3830265859978,-8.83911052412973,-3.92694264786587,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,18,-7.32979474356325,-10.1709486307852,-4.48864085634131,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,19,-6.86565111134724,-9.30078774215195,-4.43051448054253,false
4,Motorway-largest-share holdout,2,RPM-augmented,Matched-noise,20,-6.86283105492506,-9.59363387377583,-4.1320282360743,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,1,-3.28400529297943,-5.10174714800973,-1.46626343794913,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,2,-2.33390295359975,-3.8574911062061,-0.810314800993402,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,3,-3.53889413024997,-5.1300412339629,-1.94774702653703,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,4,-3.70133587532899,-5.60653363870161,-1.79613811195637,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,5,-4.82222894170772,-6.60352441173857,-3.04093347167686,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,6,-2.93282684441818,-4.71822691307654,-1.14742677575982,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,7,-3.30835190994289,-4.58251757504202,-2.03418624484377,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,8,-3.18198294202905,-4.36798616137941,-1.99597972267868,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,9,-3.12170100187405,-4.51010193146115,-1.73330007228694,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,10,-2.03014558759857,-3.45572833866249,-0.604562836534656,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,11,-4.65587807318688,-6.48552545954951,-2.82623068682425,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,12,-2.94619701940349,-4.9263142646204,-0.966079774186575,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,13,-3.48030803989855,-4.70180349370175,-2.25881258609534,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,14,-3.48236126488033,-5.09887460682124,-1.86584792293943,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,15,-3.29052819851077,-4.71378588283804,-1.8672705141835,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,16,-1.71739480656046,-3.52956804426147,0.0947784311405585,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,17,-4.1501572131718,-5.91771119939375,-2.38260322694985,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,18,0.107142935158644,-2.0181603356464,2.23244620596368,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,19,-4.06627614367318,-6.18980658517671,-1.94274570216965,false
4,Motorway-largest-share holdout,2,RPM-augmented,Reassigned-road,20,-2.82786450832244,-4.2136973521404,-1.44203166450448,false
