path,bytes,sha256,component,license
data/row_enriched/partition_0022.parquet,46757553,10dce385044d41ebe15022141b8c74d29c99f7c70f321366363a43eff5fe40e6,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0023.parquet,44528315,ad4b54f55f09d613336c426caaaea8e35a747967562f2f0f3f14084157ef98c8,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0024.parquet,48132050,f736e2431f08fba21af9cb14180ff97c3da74616d6a9e2d483760d1a278d0b9e,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0025.parquet,45176493,35f6c63e588118a4ab90b1a50d4ad22864180dbc24ce18833bdc01a521a8818e,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0026.parquet,40988154,3a77090c8c3b553a19e6481ab1e0e3a2933f4c5fda8e1e79865eeaf63f5523be,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0027.parquet,40711920,466073688b4d5c89729be3ce39abc93c65931e67236abb11a21c97875388ca62,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0028.parquet,45915508,4ec9fe8e351eda2b61ebffead4959569061ca6e55c2556e585b36032eef753e9,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0029.parquet,43229075,d2c0bb6b0b7d869c84b8d175d593b1931443b674a5de1df6b5ba9084a3e9838e,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0030.parquet,39133258,ecbffcef0b30e71858e54a02abbda6af896ac934d99690f7ef986792bb8d30e5,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0031.parquet,41713853,6714b61183c27138e8d796abef4b5058db3abb32c7383d69c8b77e68d09c78af,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0032.parquet,34420098,2ee663b399af2802b7468cc1356ec8fb5952ec206972f05654f0a3ae5ef2492c,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0033.parquet,42764113,bd79e002298a55edd51001c151b0f929c4a01923813c42bc39ffbdd55bfa61f6,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0034.parquet,40168012,d4d195ab6a66a4501582e1b9134e7a0ef327131151a17fd45c6ee5453461d2de,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0035.parquet,29797799,02fda147d859e46d8c959b9db7e28ed40e5dabf20cdc683d7fbaf0f6c0f0924a,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0036.parquet,37668311,b8d75c62c0adcf7cc8a92cb646b326bc6f5f787b1e1652fa8184f76645b12f87,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0037.parquet,38167848,77aae9f8e91b039afff4f093d799b889060f9fac17b94f94afb1dfc5fbe4cd23,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0038.parquet,29753828,54d4b3429ae35d09667ae1794a9901bc9e4fd52cb958b536aeaffb0a60a3f2e7,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0039.parquet,32452215,41f034ac1df9c8d076a65f2af908c17aeefde37333312132488c38f83e123e8f,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0040.parquet,32298028,6da81c19849cc7e214b081043bc67761a9544d1b6915631d3b16e063d63963c9,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0041.parquet,27036859,a4105a2d072cbc37ef64988459f68e72b60251f943e4109aca0d1f37c4c023d1,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0042.parquet,27059645,f596aa98053d82bdf1cb68c51c17656ab760448e746b2ff298d369c6c400853c,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0043.parquet,30656112,327bb78fc872b207ef13c3f3bda56c09b6651730f8551b84ad470c27696196fb,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0044.parquet,29013530,33f42095700e7ee6fa1585b2165562f9c54033333231be630aa484d7ec87d073,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0045.parquet,32046162,26f150641d01186d52648dbfeb7e68108128cf7f0367f9c0794fc09eeed72899,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0046.parquet,34899802,7e0136e42a31458442eeea6fcfe7c064a09391d282796ad8d91120114b0bddc3,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0047.parquet,36862751,0680f8bdf48060fc61f50ab237aa9f533aad3948a84d5f2432b05a0cacc31c01,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0048.parquet,32173450,b68d84067611bd66101e7886c288d5f24dd73cdd911d6487be4555f6f55f89f1,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0049.parquet,28669502,f3c5827ef606c74b95d1e8bb1a7f18a474bac02c404f29a9ee0cde28ea8805a3,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0050.parquet,36155436,e27afa96be8f23803d25853c07573edc4f1d6fa264f277d09c037ccaa4549f0f,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0051.parquet,43697576,cb6c300048a1f5896a321ce17225ba67d7027c428d5a7c898fe09496a6757078,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0052.parquet,33008322,0454b39e7b1db39a727ba9610f8aa2b68438d0bc213cd84bfb40e2068245f086,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_0053.parquet,11958455,eee8b4eb14cabf9c7aecdeeeb4b436280a9fe96e0e9018dd95e5357c4aa0c6e6,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partition_manifest.json,124306,3bac3ee5b55b52af56b846bc953fd6048af4d98ce381d5b245f53d7cea34bbb4,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/row_enriched/partitioned_row_summary.json,1015,02e8df21917c0984e76e91ef5eb01ed6ad7147190315ee2a10a7bae78ffb1af6,TRAJECTORY_BUILD_row_enriched,ODbL-1.0 + upstream notices
data/segments/SEGMENT_SPLIT_SEGMENT_GATE.md,382,d690706af2db7e98d0931784df5c9f1385742cbad018b4f473b515d1d2e534eb,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0000/row_segment_assignments.parquet,17338311,7fc06986d42ae92ae9fbaf71372cabb901d3c85007e2f63a4e9e25cf39f7dead,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0000/segments.parquet,3790327,aa521302c7979fcae1d7606a344911a05d94a8eee7f7d21c489176830dd65c96,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0001/row_segment_assignments.parquet,18910516,43db3d018cc845f86a635518c2ebfd3a3e905c01d0ee6e145da97546e976456b,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0001/segments.parquet,3822899,7f18e544a664a8ae07c48e39493caea70366652e729022278c4a78f6a1bf84a7,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0002/row_segment_assignments.parquet,21251652,3416ad58d7b6cd4cc92facf87e547ad514865fc73151c24c5e935431d7c08e7b,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0002/segments.parquet,4217411,ac6690c02ae9e70a348957457535da403a2ab12dcbc3d08dea0dbdf925e8172f,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0003/row_segment_assignments.parquet,16780086,6d12e1247220fdfc4e7e5a54d8d5f7316da8f69c4efd947a57a489657ecddf37,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0003/segments.parquet,3355457,895c2dffef0bc37d00e774e2c5020d5b3e751fc17730a0bb19f81c5ed6819808,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0004/row_segment_assignments.parquet,18771475,29f65fd57d8666e5f72e23194d175700f3390897ee9974df0a5b68416c7f4bc0,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0004/segments.parquet,3833182,512bc28deddb37c316472a58df0a3a07b7d180da257441dd4f901bd63b1be01d,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0005/row_segment_assignments.parquet,20915421,31e7e6d15d20ab8afecda5f7edec8a90cbe68d27358c23c6768342aa3657fb0a,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0005/segments.parquet,4110464,0b8377c279be3c587b4cce90fe415bdf0d2c7552c99c9c142ebcf9cf469f5352,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0006/row_segment_assignments.parquet,23733934,639a899e017ac5902ba3fd077158b52d3d24538f1353eeb44e00bfb0b81140f5,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0006/segments.parquet,4565850,2aeedb05c7b37888730c9c160be21896593b8f2ab12d3af62db2be9a36e3e70e,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0007/row_segment_assignments.parquet,19031773,b41af75cc3c88682f6b4c9e0dff075dc37ac5776eb09e7d6b00755ebbc5b4543,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0007/segments.parquet,3783029,e7c35280126b7d632369ef20b694a9ff913a8a5d4025e217912e8a49fc9e9954,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0008/row_segment_assignments.parquet,11109482,d46d254a49029d375b41b97cb281a8c25bce57af60e36a1925214974887500ed,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0008/segments.parquet,2310857,8b06d7a215f6c1b69ad41bacd82c23fb1611db60e79146882428636bc9a147dd,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0009/row_segment_assignments.parquet,13922116,496a19316d760b034a210584d5dbf0c1c2670f29f740202105dbc11e5253face,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0009/segments.parquet,2899924,e90d2cd0c9cac8c06e5a1a1360165bc8d5c1a8e4219356297ae0c6f346e73cfa,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0010/row_segment_assignments.parquet,19432435,7d15388734a9fe0d0efe9162e7a10f0e34ee33205dfaeddba22f7f221c88ea35,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0010/segments.parquet,3924112,e4e350e19230d2bd1aadbc6a5aaaabff67c0791dffe3bd252c2b4d074fed374b,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0011/row_segment_assignments.parquet,18599838,f86f8c82e8e28eec8e4993246a70d651fddd7c690e16232765afe119b80f4d5e,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0011/segments.parquet,3839051,536ec498ee168d9419c1fca31832cc00a0f02f6cbda3a5698bbdd74c81a6d87f,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0012/row_segment_assignments.parquet,16152313,b51100c57360c16d65843983c78c361b778ea96a2de2a38764edb89df2a48acb,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0012/segments.parquet,3356679,c39a15996d5c7692ff530d30bd0c5f709b96f729d11957c42826812034c12605,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0013/row_segment_assignments.parquet,16954547,5d398352b9e9fdd3ef59f0473ba4574fe322c64016d55b89fbece93a80e73725,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0013/segments.parquet,3488679,d542c2f39569851f56cd80ada35bd7ca66887f25855c0296853d86d20fc22fb2,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0014/row_segment_assignments.parquet,14863350,4a5500f07f24de4cf24319686f74746d883c0c157c9253acca29a6370a926cc8,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0014/segments.parquet,3057815,baef9ce27383fb7bdcc6c4887677936789aa5ce7cc8e3ae5b6a01bcf06b955c0,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0015/row_segment_assignments.parquet,13807550,cf675fa3d879a31dd7e4c1f94a72ca01b8f85f7b0b494e90510c63dab5ee52e7,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0015/segments.parquet,2920098,471bc57407ab105b5d3da6a3cf0a0e4b4031535ba96c3140108e1702f7c2639e,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0016/row_segment_assignments.parquet,10153568,7422f07d7086545aa6fcdf043817fc5fd9825056602c9ca29eaeb985a115de06,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0016/segments.parquet,2206947,b550e2e32468d4a55a58e4e3dfff5d434a9c518d8a2741e3f60512157dd814f4,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0017/row_segment_assignments.parquet,14245595,5016e944b463b2ecf86ac5da72217e07a594920e29edbae28222f252e24fd556,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0017/segments.parquet,3007139,425c03106ffca6eb2e052f2442bc602b73c0164a84b6547ed3368f4e2a12f329,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0018/row_segment_assignments.parquet,14087516,5cdbf9158317b5dcd07e4c9676a927172cf3d41a9675365983413a2ca45e27cc,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0018/segments.parquet,2970067,426f3ee728ee293f10c603258a6051fe93c0e442899646e451ac3c9db38025f4,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0019/row_segment_assignments.parquet,14878265,fb484366ca3bde103cb11f9307ed26d5750f1e3751badbb75c66dbc5e1be0170,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0019/segments.parquet,3155008,f27a1b9fd6c802f4ea2f619eb02c0e30570ebbb07b1114fe5f7fdbbbc2fb1ca3,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0020/row_segment_assignments.parquet,14210591,912d543fe2b62c9cb6f4fb7cf6d147eec14ffdbb652d8a9bc834a6d4b3d1cd99,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0020/segments.parquet,2928119,d6d57c8c8efa5496adfadd810ca9a21e5d8f5e8b3b47cedba8ce001fd1bd51f9,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0021/row_segment_assignments.parquet,13016643,b67b2488cebbaea6189582386a00281c595a33caab3aaffd778feb59651468c7,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0021/segments.parquet,2715747,5aecdb0d0faaea80dc1ddecccb78d0fae1cdf187b47aad8731117d9e8abe6b66,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0022/row_segment_assignments.parquet,16309587,66b8707f6c438addf897e6118c1856830a658de58013f57e0af113e0764b3a89,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0022/segments.parquet,3327181,5e842d9c0c301326541fe21b4e9c93052c314dfc61faeb3a84cf57152178dca3,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0023/row_segment_assignments.parquet,15393906,f47d7b48fd9e09a387b80a6180c7460093870b3ac1179779604eaee261077b93,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0023/segments.parquet,3211681,162801c934d0c5e9234d6277646a93abdfed87cd58a9775fb0e5ec33bffbdbb1,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0024/row_segment_assignments.parquet,17165189,0dc51cc1e98c37623378ef337e5b8f77091a2e3bb48276063a1960244b33cc1c,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0024/segments.parquet,3195390,99a28eaca7cb3cb266b75ca4f4969498e797ef16b806d699ec6ac00dbee0c36b,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0025/row_segment_assignments.parquet,15943453,9796b396d9a722f6299f28415b42c7afb01e8276a21723db06b09fe7e456593d,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0025/segments.parquet,3056563,da052d2c2b0c9bc1496b6ad0d7099131f102008ed65e00931c29c201ead0e03e,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0026/row_segment_assignments.parquet,15036439,42699fe6266c87b9da0ae815186da0c2c34cb30cb1001d6282affa32476cbe55,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0026/segments.parquet,2917931,c0e45640f3c17fa209567d9362692055703afdca9f86e7ce7fdc46a6b7693579,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0027/row_segment_assignments.parquet,14887035,be35e83565987afdfcb1ef9cf919c6a3cfd5ea28812b39ef92232c0a73d3bcd6,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0027/segments.parquet,2862515,465efa2ae140fd046214881983c62b628f24ed50d74acd9923452cc34d62662f,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0028/row_segment_assignments.parquet,16435259,5eff8f97da3f3360a3e5c840f14e3f24bf2fefadb60319f239b81b2fbb392ce6,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0028/segments.parquet,3136017,3696c7d919540c356840621413a2bf446b9d6580fb31ddb4d204e92257ee5abe,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0029/row_segment_assignments.parquet,15430700,6e2965f66178ad0e649516ce379e540d4cc983caadcda5a1b5f678ded7b30cc2,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0029/segments.parquet,2873774,c8eff2cd8de968f75166a003842c54dadd5a6ad652644d901b7380d040c0b58a,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0030/row_segment_assignments.parquet,14733780,eec71c10695fd4ae84139f5078705aeee6892fc8292569e8d3efaa07b81f37c3,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0030/segments.parquet,2741343,c79d68e79afef8f3e4edd21c81a432737b940e86ef5cd0904859d1a4664329cf,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0031/row_segment_assignments.parquet,15269247,36462fff8f6c35e257040791395abce1f2b9b65c1c083c0773bac8e3e2c4553c,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0031/segments.parquet,2874208,2cf2f40d9ae20744ed504894a1a1926b32fe409f94c957d431954fda19ca60e8,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0032/row_segment_assignments.parquet,13600549,8539f02b39159c16bb430072a187cd5573aed2a3be87400031dc51dbd167dace,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0032/segments.parquet,2609556,de671f0d2ccbc4de78ac338d8cf91329daf85f2d9c817746448b6b28973afb35,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0033/row_segment_assignments.parquet,15311707,905776adf35b3e83cf2ad4d0ba4dec59d3a2cb1dcd97035908333ff48d90f6bc,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0033/segments.parquet,2970260,fee8778e10142471b81604ac54ed345b402c320fe05d16b21df7a7f1f7617935,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0034/row_segment_assignments.parquet,14528789,d3ff8fee2e0e78f4dd3e982d63d7a7d8055830d7cf72a6cc2dfe37ee370cee0c,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0034/segments.parquet,2825450,848583c8e910cc1409683d2e86292bac8b1f977bbe8e9425fa3de5e45dd6fc01,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0035/row_segment_assignments.parquet,11710636,dbf466e82ea6d25e28a8c333222a383462e973ee46957a6aa23586f9488e7ca0,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0035/segments.parquet,2341813,aa3b600ea1cd5006b796d29fdc764032c0ba9f0e5d97f878d221aff940b8c17e,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0036/row_segment_assignments.parquet,13936293,f3478fad64d3a6aa68f3103cfd8afa640002d60e84c98056f816554dc1886ac4,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0036/segments.parquet,2750501,6bc669790ea9992484c8bcb57519beb155753beffa4d0ca3aef9419abe1c1650,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0037/row_segment_assignments.parquet,14120308,a428e8073d42009282b2066aa565b4c84dab04703195498a8ad0a01379ee9060,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0037/segments.parquet,2738662,c414eb047807ca08a0ee72bd28172ce93228dd3d0e66eb2f9dde922df855f27d,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0038/row_segment_assignments.parquet,11814530,1ce5e8500d54eb1018f9420664e3b2a010106f715c80a3efaa563af96170aaf1,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0038/segments.parquet,2356401,c043e54f35cf540fcb569baab98fa726ab5cc9f764510cae1aa3df4c9f9b1180,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0039/row_segment_assignments.parquet,12695027,6f460a550ecc0704920d9e4816014e6adfff098b5e0604e8ffcf38957a2fc901,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0039/segments.parquet,2527177,6a3bb0080a73869b2c624ce30771851f7ad764f44b4f390ea006bcd876429a89,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0040/row_segment_assignments.parquet,12733334,faa9474668c450f88aec382c421d71547dd32b877909f4e4dbc3e0e1b650a2d8,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0040/segments.parquet,2403170,508962ad1865d69e253365a75c0e7a02d33c4df00a72ebbdeba5774b137b0865,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0041/row_segment_assignments.parquet,10626025,96b2aadc8d9384e8b131a74dc245384ab925c38888a6675da96f2c8937b6690d,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0041/segments.parquet,2089786,b3bbed3c6eba6acacb52cc79f5862379dee8f3aded6f81013f07f6cd1e68915a,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0042/row_segment_assignments.parquet,10669798,8d23fdc70c8724d72f8a87bbef7031900d1df69db60db93e9ed3cdef08e8381a,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0042/segments.parquet,2106322,fc77ceb067a3a6cb23dc872e810e786c667014da7c9821c05783e1fc4174d3dc,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0043/row_segment_assignments.parquet,12077528,8665e237638ae99d51653faddee92dcd638ecd2b23d03ef7034ec3d3a189e6b0,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0043/segments.parquet,2328701,b102accb8d1b70ac58f219cbc53ca8cbfc4b41f2f97a56f9ed6772d39aeecbd9,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0044/row_segment_assignments.parquet,11469463,d058bc8cfd532862f632184cadbc1c50cbe99179198fdeda2d1e42e3cadf8c4e,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0044/segments.parquet,2283028,21a12456b4c3688cee3e888413ff8a5b57a284d245a0fd282da1cc17f1f3f926,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0045/row_segment_assignments.parquet,12449208,6733be2d473b02c2db1f1fb1ea84f0faea320e6a82fe0327b8ea7f58a74a7c89,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0045/segments.parquet,2449380,81a9aca1b15ff18d043729c3f02f21096ba6c331ecf9632f68170fa4ac9b51f7,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0046/row_segment_assignments.parquet,13305817,b8e58b692ea3d26f56c90288cd41d6f4c76ee4d1a18815779e1258c06cebdfeb,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0046/segments.parquet,2588407,dd220a213f7e11f7ccf8d28cce602bd3cbd7e21fd1e395fb4840821c5624f46e,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0047/row_segment_assignments.parquet,13558750,4f5ffdf220ddee909c424991c69ad5d573060c23d23bf82f6b829228052bbfec,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
data/segments/partitions/partition_0047/segments.parquet,2644286,0832d24b36c0c72a025e4cb22540d8065eaa702c95ed853a9a274c5a6345b7c9,SEGMENT_SPLIT_segments_and_splits,ODbL-1.0 + upstream notices
